Question	Potentially_Pejorative
那是你们喜欢的羊大人按给你们的，然后觉的他们说的对。从头至尾国楠都木有参与。😆😆😆	Potentially
这位更是经常口出暴论，真就无法理解，成年人选择什么是他们的自由，可他们往校园里折腾是在想什么？不少成年人都无法做对的选择，未成年人就能做对了？	None
戳到她们痛处了呗	None
巴基斯坦，一个半部落未开化的国家，雷探长去那里差点没回来	Potentially
没错，所以我说的也不是“种族歧视”，我更倾向“歧视黑人”。而且不是单一的外国人，有的外国人就很正常，我们从上到下也都挺照顾的。有的外国人在我们这里又偷又抢，骚扰他人，拿着十多万奖学金骗女学生感情和身体，甚至强奸杀人，然后一总结，发现绝大多数都是黑人！所以，无论是种族歧视，歧视黑人也好，厌恶恶人也罢，即便是学校偏袒或是教育b照顾，我们都要发声，让更多不知道的人认清真相，了解黑人，避免更多人受害和生命财产损失	Potentially
什么以偏概全，我只看比例，p站世界公认中国男人大部分都很小黑人大部分都很大	None
这是不是批判，这比批判严重多了。	None
毫无反馈，自然不可能有所影响，我怀疑某些人其实是对面卧底。	None
那天我去买塑料袋。有黄色的白色的透明的还有黑色的，我问老板，哪一种颜色的最便宜？老板说黑色的最便宜。我问为什么黑色的最便宜？老板答，因为黑色的是垃圾材料。	Potentially
不是批判女孩子，而是大家都对女孩子嫁给黑人等于明摆着往火坑里跳而感到愤怒！女人真的不能无知到那种地步！	Potentially
这个房屋出资到底是怎么出的？	None
歧视三非黑人，素质道德低下黑人是正确的。而且即使不歧视，那作为一个普通人逃避风险是人之常情 在这样一个黑人留中背调这么不靠谱的情况下，远离他们就是普通人唯一能做的了。不认识排挤恶，那社会就没有向善的动力。	Potentially
兄弟不必回，他们说浙江是这样就这样吧，从13年的心寒被骂到现在还要被某些sb代表，咱学学隔壁上海已经佛到自黑了	Potentially
奈何广东媒体不把广东以外的中国人当人啊。特别是今年全运会广东从官媒到自媒统一口径硬生生把自己吹成奖牌榜第一。还不是被山东蝉联四届冠军打脸😂，先富不代表你就可以不要脸。	Potentially
黑人基本都没 叠的，结婚的很少	Potentially
现在才看到一年前的发言,那时并不是在阴阳,而是爱上了一个男生,但内心又不想承认自己是同,觉得男生喜欢男生是很恶心的一件事,同时也觉得自己恶心,所以看到你问题以为是同样的情况,现在看来,当时的语言确实会让你误会.从那时到现在也是一年多了,也弯了一年多了,也知道了你所认为的恶心是指性生活混乱.挺奇妙的,当初是为了他去搜的这些问题,现在回过头来看又会想起他,男生和男生的恋爱保质期真的很短,但真的很美好.世事无常,以前的我真的是纯直男,现在的我对女生没有一点欲望了.也不知道自己现在的恋爱心理是否健康.挺后悔的,后悔和他分手后没及时退圈,但不后悔和他相爱过.如果可以重来,我真的不会入这个圈子了,我想结婚生子,我想让我的父母享受天伦之乐.如果也有和我一年前是同样情况的人看到我的发言,希望你们不要好奇,不要再深入了,如果你们也是恶心男同,也有一部分可能是因为自己有那一方面的倾向,只是存在你们的潜意识中,但你从小接受的教育和你起了冲突,表现出的情况就是恶心同.最后向楼主道歉,当时真的不是阴阳你,是我没有注意措辞,对不起	Potentially
所以问题的根本在于“去非洲”还是“与非洲人恋爱甚至结婚”？一段关系在没有现实基础或者条件困难的情况下能否建立？你的故事里面一个中国女和一个非洲男恋爱，但这段感情在你看来是建立在“女方绝对不能去男方的家里，一次也不行”这种可能限制当事人意愿和自由的条件下。所以，既然在限制，为什么不在一开始就把限定条件定死了？不要跟外国人上床、恋爱甚至结婚，尤其是黑人。那么这个问题不就圆满解决了吗？如果开始没做好选择，就会有新的问题诞生。比如要考虑去不去非洲？被莫名人劝阻不要去老公家里看看？有得艾滋的风险？可能祸害一个“老实人”接盘？一辈子被别人漠视……	Potentially
黑人绝不是什么弱势群体	None
长三角某些媒体带坏了风向，经常以高高在上的姿态评价外省人，这些媒体才是地域黑的源头	Potentially
好家伙同性恋养的孩子高人一等是吧平等呢自由呢？	Potentially
人家女人是自愿的好吧	None
来康康你的嘿爹	Potentially
看看小拳书上名媛的真面目	Potentially
是个正常人都反感打拳吧……不分男女	None
见过一个和默晚上在小花园“约会”的，从此看见你女的就害怕她和默“约会”过，怎么辨别一个女生是不是和默“约会”过啊？	Potentially
希望他们孩子能有父亲一起过父亲节吧😆	Potentially
腿上带黑桃的是个媚黑组织	Potentially
河南人很多，加上同文化的，有好几亿，因为一个人就贴个标签，这是一种社会戾气，表面上看仿佛只是河南人受害，其实社会中每个人都是这种戾气的受害者，这都知道社会戾气大，这没得洗吧，各地报复社会的，还不都是他们当地人	Potentially
我有被东北人喷过扬州三屠和南京大屠杀是我们活该😅那怎么说	Potentially
南大人已经开始内部瓦解了，竟然能把河南偷井盖这种锅甩给东北人，也是绝了。	Potentially
历史上男风盛行的朝代比如宋末汉末等女性地位确实不太高	None
机器人罢了，你理它它就赢了	None
最少一个亿，你把浙江放哪儿了？福建呢🤣先把数学学好	None
人家又帅又可爱而且还是军人你是个什么东西	None
第二个是豆瓣母拳	Potentially
你评论下面看见没，张口就黑某省的，是美国的ip。讲真我作为河南人，第一次听说东北人被黑的很惨，也是从几个东北人口中抱怨得知的。身边外地人真没见过黑东北。	Potentially
这种低智商的女人多出去点才好，千万不要再回来了，不然会拉低整个民族的平均智商	Potentially
这是打算开始通过歧视光棍来试图提高结婚率了？	Potentially
它的意思ZG就该高犯罪率，黑是正常的留学生的犯罪率都很高	Potentially
事实证明有些男人可以分分钟有游艇，为什么有些却不行？	None
我会抱狗 但是不会抱黑人	Potentially
去非洲吧，那里有很多孩子需要你给一个家	Potentially
黑人多数有犯罪前科。不是歧视，事实如此	Potentially
老实人被逼奸诈。唉。	None
首先说一句，喷神可能大概也许貌似真的有点种族歧视；但我还没说完，第二条就是，我也不可能接受，我支持喷神😆说到这我直接联想到成都吴蒙	Potentially
黑皮肤的努比亚人是法老伴妃不假	None
别在同情什么非洲黑人了，想想自己同胞的处境都十分坚难！！！	Potentially
拿刀确实有一博之力，不过不是没办法的情况下，尽量逃跑为主，男女身体差异还是蛮大的。	None
第一印象影响了出发点，你就会不自觉的走偏	None
你真是这个问题的回答和评论区里少有的这么大度的😎	None
大姐说得对	None
我是青海的，确实很少被黑。不过，我想说，青岛那个海叫黄海。	None
小红书一抓一大堆好吗？😓	None
反正我不结婚了，这辈子就这样吧	None
哈哈哈，虽然安徽被黑，但是合肥还是人上人啊，官媒亲自下场嘲讽邻居🥰	Potentially
面对公开的外人评论。可谓是最公开公正了。	None
全国？你寄吧谁啊、你代表全国？	None
这女人能活到现在也是个奇迹！	Potentially
"当面就是从贴吧开始黑河南的，我记得特清楚，什么老乡叫成""捞翔”"	Potentially
最后两个的顺序可以斟酌的。	None
你不识字吗？郭南郭朒分不清楚	Potentially
江南三村最初是某些地方用来嘲讽江浙沪的梗。如同包邮区包邮是因为包邮区人民穷付不起邮费一样。都是某些地区嘲讽江浙沪的梗。这样的梗还有很多。[摊手]	Potentially
男的可没这么想啊，从此处可得出结论——䖡壬更恶。	Potentially
主要是被嘿嘿玩过的，那不是一般的思想，那得多么的。。。	Potentially
那下次她还得捅，搞不好所有的男司机都被她捅死了	Potentially
外籍男子醉酒闹事、公然袭警，被制服后群众纷纷拍手叫好	None
境外势力再加上无知人群，太恶心了，全国制造对立，我不是河南东北这些的，但是每次看到还是很气愤，自己都活在最底层，何必这样莫须有滴黑别人呢，多去花时间赚点钱不好吗	Potentially
身为一个男同我最反感直男拿搞基击剑来开玩笑	Potentially
这个是友军	None
东南亚小国，人家肤色都跟我们一样！说的不好听点，好多小国以前还被中国统治过～这能一样吗？混淆概念呢	None
还好我没怎么见过黑人	None
买了个表是啥意思啊	None
怎么样，人家现在露出猩猩面目了，你往世卫投钱，整天捐款，现在白打水漂了	Potentially
吧主，强烈建议去找有力的同盟，誓死守住反同恋吧	Potentially
变性人和同还是有区别吧	None
因为性别比例失调啊，有什么不能理解吗？	None
，你也就会侮辱我们的同胞了	Potentially
那为什么不说是苏浙沪呢？	None
